id,question,intent,course,course_code,branch,semester,unit
4898,Is relocation assistance offered to postdocs?,college_academics_and_admissions,,,,,
8314,PhD study for staff? - I've recently been offered a research contract in a UK University within a Mathematics and Statistics department. I've been trying to get in,college_academics_and_admissions,,,,,
10101,How to get teaching evaluations for a course as a TA / Co-instructor,college_academics_and_admissions,,,,,
12869,"What is the equivalent of European ""seminar"" in US universities?",college_academics_and_admissions,,,,,
7527,Can I share our AIAA journal article on ResearchGate?,college_academics_and_admissions,,,,,
32278,"Publishing (and being cited) in youtube, twitter, or facebook",college_academics_and_admissions,,,,,
17005,"How to apply for Post-doc - I am a last year Ph.D student and intend to apply for a postdoc call starting in September. As I have not submitted my thesis yet, is it pos",college_academics_and_admissions,,,,,
23170,Got rejected with limited scientific validity,college_academics_and_admissions,,,,,
17810,"Is calling a staff member ""selfish"" harassment?",college_academics_and_admissions,,,,,
4027,Obtaining a PhD with an original work - I was wondering if there still exist universities (in the US or in Europe) where one can obtain a PhD in Philosophy by only presenting an or,college_academics_and_admissions,,,,,
11312,How should I display my MPhys degree on my CV?,college_academics_and_admissions,,,,,
30336,How do you get a bad transcript past Ph.D. admissions?,college_academics_and_admissions,,,,,
15655,Are there tools to find a subset of references shared by two or more publications?,college_academics_and_admissions,,,,,
10218,Postdoc health insurance for dependents in US?,college_academics_and_admissions,,,,,
16584,Is it acceptable to use Mathematica to derive results in your research?,college_academics_and_admissions,,,,,
20998,Should I bring up minor writing errors that I noticed after submitting revised version?,college_academics_and_admissions,,,,,
20469,Reapply to a postdoc position that I rejected before?,college_academics_and_admissions,,,,,
16680,How will be determined the format of manuscript before submission to journal?,college_academics_and_admissions,,,,,
21596,"Does labor law apply to graduate students? - As a former student employee, I was fairly ignorant of labor laws in general. But now as I am applying to graduate programs, given the incre",college_academics_and_admissions,,,,,
5550,How relevant can be the major corrections in PhD dissertation?,college_academics_and_admissions,,,,,
28177,Parentheses to indicate the word can be singular or plural (APA style),college_academics_and_admissions,,,,,
30323,Stylistically is it acceptable to include equations and formulae in a literature review?,college_academics_and_admissions,,,,,
28529,Independent Research and institutional review boards?,college_academics_and_admissions,,,,,
20290,How to withdraw your paper from an open access journal where it has been accepted?,college_academics_and_admissions,,,,,
31204,Is passion a must-have for a Master's student?,college_academics_and_admissions,,,,,
30672,"What if the lecturer is not rigorous? - I study mathematics as my major subject and theoretical physics and statistics as my minor subjects. I found that, sometimes in physics or s",college_academics_and_admissions,,,,,
29781,Should you cite somebody's Transfer Report? (Confirmation Report),college_academics_and_admissions,,,,,
14113,"What are the considerations when using an advertising slogan, song lyric, etc. in the title of my paper?",college_academics_and_admissions,,,,,
24431,How to deal with errors in well established papers,college_academics_and_admissions,,,,,
219,Is it prudent for new faculty to abstain from voting in a job search if the rest of department faculty is highly divided?,college_academics_and_admissions,,,,,
8794,Late letter of recommendation for grad schools,college_academics_and_admissions,,,,,
5481,What is a teaching prep in terms of teaching load?,college_academics_and_admissions,,,,,
31411,Can a PhD supervisor take unpublished ideas from a student's dissertation?,college_academics_and_admissions,,,,,
31894,Does it matter where I get PhD degree from if I want an academic career in the US?,college_academics_and_admissions,,,,,
18281,"Review-only supplemental material - I am at a difficult position. I work in a major software/telecommunications company, and pursue a doctoral degree at the same time. The comp",college_academics_and_admissions,,,,,
25460,"How to condense academic CV in one slide - I am giving in the next days a presentation to a UK university, as a part of an interview for a post-doc position.  The PI of the lab asked",college_academics_and_admissions,,,,,
13481,Academically dismissed from grad school but want to reapply,college_academics_and_admissions,,,,,
10855,"Is printed the same as published? - Many teachers at my university have produced custom course books for their students. These books contain all original content, written by th",college_academics_and_admissions,,,,,
16341,"Will ""academic expert"" for study website hurt me on the academic job market?",college_academics_and_admissions,,,,,
11166,What should advisors do if one of their PhD students has to withdraw?,college_academics_and_admissions,,,,,
15481,"Duties of a shepherd in a CS conference - I reviewed a paper, which was then accepted as ""presentation-only"" with a possibility to submit a revised version to be re-reviewed. Upon ac",college_academics_and_admissions,,,,,
16723,How to acknowledge someone beloved in a publication for his/her support in writing the manuscript?,college_academics_and_admissions,,,,,
13467,I submitted a paper five months ago. Should I wait a little bit more for a response?,college_academics_and_admissions,,,,,
12662,Paper stolen by a co author and published as his own,college_academics_and_admissions,,,,,
4609,Can I use paragraphs from an already published article in a new article?,college_academics_and_admissions,,,,,
25996,Is it possible to get in to Genetic Engineering after completing a bachelors in computer science?,college_academics_and_admissions,,,,,
29894,"How far do you commute to graduate school? - I decided that I want to go to graduate school. I started looking into some local schools, but none of them have any programs that are very",college_academics_and_admissions,,,,,
3974,How do I know that I have truly lost interest in research and should drop out of a top CS PhD program?,college_academics_and_admissions,,,,,
33765,"Follow-up email to submit my Cv - I've sent an email to a potential supervisor and I've gotten an email today from the chair of Graduate Studies that says ""we would be very p",college_academics_and_admissions,,,,,
14041,How to incorporate a fellowship into a CV - I am updating my CV for graduate school applications and I have an awards/honors section and I am unsure how to incorporate a fellowship I r,college_academics_and_admissions,,,,,
28834,How to become a good advisor - At some point in my career I would like to become an advisor (or at least have some people working for me). I would like to start learning t,college_academics_and_admissions,,,,,
10765,What should I do about a group project in which I did almost everything?,college_academics_and_admissions,,,,,
32678,ResearchGate: removing wrong uploaded article without affecting no. reads/citations,college_academics_and_admissions,,,,,
4422,Status from decision in process to with editor meaning in Elsevier review system,college_academics_and_admissions,,,,,
31807,Is it legal/possible to apply for a patent based on an already published/submitted journal article?,college_academics_and_admissions,,,,,
27823,Letter of recommendation from non-native speaker,college_academics_and_admissions,,,,,
22651,Cannot attend CS conference but coauthor isn't registering,college_academics_and_admissions,,,,,
9865,arXiv preprint and final paper differing by sections and appendices,college_academics_and_admissions,,,,,
32762,Personal quote at the beginning of a PhD thesis?,college_academics_and_admissions,,,,,
15466,How do I differentiate between addressing two professors with the same last name?,college_academics_and_admissions,,,,,
8805,Department not allowing me to take courses from another department even though everyone else is allowed,college_academics_and_admissions,,,,,
21047,Can I mention the LinkedIn account of a suggested referee?,college_academics_and_admissions,,,,,
9322,Potential downsides to requesting an extension,college_academics_and_admissions,,,,,
18305,Editor asked me why to change the corresponding author,college_academics_and_admissions,,,,,
32241,Are Doctor of Arts (D.A.) degrees in math taken seriously?,college_academics_and_admissions,,,,,
32723,"After a PhD internship, I've been offered to finish the PhD at the company. Should I accept?",college_academics_and_admissions,,,,,
6300,"Value of ""nonresearch articles"" section in PNAS",college_academics_and_admissions,,,,,
6211,How to improve writing skills when writing a manuscript for the first time?,college_academics_and_admissions,,,,,
14137,What should I do when a professor is teaching inaccurately?,college_academics_and_admissions,,,,,
33961,Switching to host university during master’s after research internship project?,college_academics_and_admissions,,,,,
21396,Will US graduate schools accept me retaking a GRE subject test in the spring?,college_academics_and_admissions,,,,,
33826,Submitting to Journals - impact factor versus subject specialism,college_academics_and_admissions,,,,,
19302,Where do graduates in Chemistry from small PhD programs in the U.S go?,college_academics_and_admissions,,,,,
3622,The manuscript does not reach the required quality standard of this journal,college_academics_and_admissions,,,,,
17104,"Should I post my PhD Thesis on arXiv, if I intend to make a paper based on it?",college_academics_and_admissions,,,,,
29800,"How does Erasmus programme work? - I read several documents about student/staff exchange of European Union, Erasmus, but I do not fully understand how it is in practice.  When",college_academics_and_admissions,,,,,
10429,Does School Ranking Matter for Masters - I am currently an undergraduate at a university whose PhD Physics program is ranked 25. I plan to go into PhD for physics in condensed matte,college_academics_and_admissions,,,,,
29280,"How to deal with an advisor who wants a ""friendlier"" relationship with me than I do?",college_academics_and_admissions,,,,,
29825,Do Chinese universities accept NIOS certificate,college_academics_and_admissions,,,,,
17574,Undergraduate supervisor leaving on a sabbatical,college_academics_and_admissions,,,,,
33769,"What's arxiv “endorsement” policy? - arxiv has an endorsement system, where     during the submission process, we may require authors who are submitting papers to an archive or",college_academics_and_admissions,,,,,
1640,How to improve my capacity to follow my advisor's instructions during research?,college_academics_and_admissions,,,,,
14971,How should I interpret an almost-but-not-quite-alphabetical author list?,college_academics_and_admissions,,,,,
8201,Should I talk about research done in a different field from the department I apply to?,college_academics_and_admissions,,,,,
16056,Is it inappropriate to tell my students to check their school email?,college_academics_and_admissions,,,,,
18337,"Switching labs, need advice on how to communicate with old PI regarding project",college_academics_and_admissions,,,,,
676,Terrible undergraduate transcripts. Everything else is good. Is it still worth applying to a Ph.D program in economics in a top 30 U.S. university?,college_academics_and_admissions,,,,,
10040,"What is a computer science conference, really?",college_academics_and_admissions,,,,,
5338,Is a 3 year Ph.D. too short for MA/MSc graduate?,college_academics_and_admissions,,,,,
965,How to make sense of a 2019 paper published in 2016 journal issue?,college_academics_and_admissions,,,,,
12556,"What figure formatting can, should, or will be done by a publisher?",college_academics_and_admissions,,,,,
28485,Are there any negative consequences associated with asking your former advisor about the status of a joint paper collaboration?,college_academics_and_admissions,,,,,
9065,What to do about an unprofessional instructor?,college_academics_and_admissions,,,,,
12164,Why are new encyclopedias being published when there is Wikipedia?,college_academics_and_admissions,,,,,
982,"Changing mind after rejecting a job offer - I recently finished my Ph.D., and joined a private company in the industry.  A few months before defending my thesis, I received an offer fo",college_academics_and_admissions,,,,,
16783,Should I send professor an email clearly asking if he is going to take me in his group?,college_academics_and_admissions,,,,,
25493,How to write an apology letter for a professor?,college_academics_and_admissions,,,,,
12061,How to handle multiple years lost to test preparation on CV?,college_academics_and_admissions,,,,,
31253,How closely to the deadline should I expect professor to submit reference letter on my behalf?,college_academics_and_admissions,,,,,
29903,TA for the class versus taking the class? - My Ph.D. advisor and I are trying to decide whether I should take his class this Fall or be the TA for it (I have not had this class before),college_academics_and_admissions,,,,,
1037,Does reusing my own code from one project to an other count as plagiarism?,college_academics_and_admissions,,,,,
31307,How to cite primary source first found in secondary source?,college_academics_and_admissions,,,,,
32288,Writing a recommendation for highschool student,college_academics_and_admissions,,,,,
34263,What should I do about a bad TA as another TA for the same professor?,college_academics_and_admissions,,,,,
1131,Is there added value in having your own presentation layout and using it consistently?,college_academics_and_admissions,,,,,
23757,How does PLOS ONE maintain its impact factor?,college_academics_and_admissions,,,,,
9630,How do you cite from a presentation or poster at a conference?,college_academics_and_admissions,,,,,
334,Do citation counts explode like news in social networks and when did this start?,college_academics_and_admissions,,,,,
33988,What are the steps I need to take when an author won't answer clarification questions?,college_academics_and_admissions,,,,,
9936,Is it common for professors to ask a postdoc to start working without compensation while waiting for paperwork to be completed?,college_academics_and_admissions,,,,,
4035,Patent application file on arxiv - Is it wise to upload the published patent application file on arxiv? what will be the consequences of copy right?,college_academics_and_admissions,,,,,
27675,Is the title Ph.D. or Dr. meaningless in the sense that anyone can use it?,college_academics_and_admissions,,,,,
12986,Should I become first author of a paper for which I did the statistical analysis?,college_academics_and_admissions,,,,,
14881,How to write an email to a professor to inquire about a visiting researcher position?,college_academics_and_admissions,,,,,
3230,Recommendation letter from a supervisor after falling out,college_academics_and_admissions,,,,,
4197,Is it necessary to apply spaced repetition when reading research papers?,college_academics_and_admissions,,,,,
8876,How include contributions to a manuscript of a paper in CV,college_academics_and_admissions,,,,,
14904,Can phd students submit their paper on their own?,college_academics_and_admissions,,,,,
11331,"How can a young student get a mentor? - I am a young student. However, I do have a lot of curiosity and am very hard-working and will try my best to work with others and try my bes",college_academics_and_admissions,,,,,
6490,"What is the meaning of ""Complete and Send Review"" in Elsevier journal under History tab",college_academics_and_admissions,,,,,
10315,What reason would someone who offered you a PhD position give a recommendation letter for another position?,college_academics_and_admissions,,,,,
23245,How do you ask someone what he or she would prefer to be called?,college_academics_and_admissions,,,,,
30766,How often are lectureship positions just for one year?,college_academics_and_admissions,,,,,
20056,Dealing with an unhelpful and unresponsive thesis advisor?,college_academics_and_admissions,,,,,
17409,help needed for contacting a supervisor for PhD,college_academics_and_admissions,,,,,
844,"Is a postdoc-interview presentation a norm? - I have been invited for a postdoc interview. After reading some questions and answers, I noted that sometimes the applicant is required to g",college_academics_and_admissions,,,,,
25599,"ZbMATH and conflict of interest - ZbMATH sent an article for post-publication review. As of a little more than a month ago, I worked at the same department in the same univer",college_academics_and_admissions,,,,,
28746,can I reuse Coursera material for my lecture notes?,college_academics_and_admissions,,,,,
6213,Is graduating a year early and doing research under the guidance of professor a good alternative to spending another semester at my college?,college_academics_and_admissions,,,,,
14272,"What does status ""Undisclosed"" means for a conference paper",college_academics_and_admissions,,,,,
29753,"Dealing with colleagues avoiding work - I doing a PhD in a research group where there are 4-5 PhD student and 1-2 Postdocs. Given the nature of the research projects, more than one",college_academics_and_admissions,,,,,
24049,Can a postdoctoral fellow serve as a PhD committee advisor?,college_academics_and_admissions,,,,,
12104,Advice on writing a research paper in a less time,college_academics_and_admissions,,,,,
4977,How to earn a Bachelor or Master without attendance?,college_academics_and_admissions,,,,,
23437,Referring to non-enumerated (sub)sections of a paper,college_academics_and_admissions,,,,,
23386,How can you find the DOI of an article that doesn't seem to have one?,college_academics_and_admissions,,,,,
10220,Pros and cons of sharing dissertation on a specialised website?,college_academics_and_admissions,,,,,
32717,Is it acceptable to cite people without putting the appropriate diacritics in their names?,college_academics_and_admissions,,,,,
11999,"Do German universities have ""ethics boards""? - In many questions on this site, I see the suggestion to contact one's university's ""ethics board"" (or ""ethics committee"" or similar) to deci",college_academics_and_admissions,,,,,
5385,Is it common to contractually require that a professor works with other faculty members in their department?,college_academics_and_admissions,,,,,
12527,Should technical research papers contain a 'Proposed solution' in them?,college_academics_and_admissions,,,,,
2652,"Using ""standard"" literature in local language instead of English literature",college_academics_and_admissions,,,,,
15899,Is it bad manners to mark your territory? - Is it a bad idea to mention in a paper that I plan to address some of the questions it rises in a future paper?   Background: While discussi,college_academics_and_admissions,,,,,
29120,Is there anything wrong with faculty socializing with grad students?,college_academics_and_admissions,,,,,
15346,Make the readers [supervisor] understand the effort I put on data construction in an academically sound way,college_academics_and_admissions,,,,,
24302,applying after bachelor's degree which factor is the most important for top 10,college_academics_and_admissions,,,,,
12903,Am I allowed to modify figures of a dissertation for my dissertation,college_academics_and_admissions,,,,,
24414,"Is it ethical to TA in another university? - My major field in undergraduate studies was A, whereas my current graduate field has been shifted to B (at a Canadian university).  I'm in t",college_academics_and_admissions,,,,,
22914,Writing Systematic Literature Review on the same topic,college_academics_and_admissions,,,,,
1935,Replacing a shorter manuscript with a longer manuscript on arXiv,college_academics_and_admissions,,,,,
6577,Usefulness of prior industry experience before entering grad school?,college_academics_and_admissions,,,,,
5806,"One First author paper, what are my prospects in academia?",college_academics_and_admissions,,,,,
27569,Publishing previous results from a previous lab,college_academics_and_admissions,,,,,
23542,Is my potential phd supervisor ethical? - I am an international student from an Asian country. I recently emailed one PhD supervisor at a well-ranked university in London with my CV,college_academics_and_admissions,,,,,
15251,How to deal with lab meetings with a difficult advisor while being depressed?,college_academics_and_admissions,,,,,
1529,How to build relationships with colleagues as new faculty member?,college_academics_and_admissions,,,,,
8361,How can I communicate that the word limit prevents you from elaborating something in an essay?,college_academics_and_admissions,,,,,
2435,Should I use a not-self-hosted website for both blogging and collecting academic materials?,college_academics_and_admissions,,,,,
15,Publishing an almost trivial paper to arxiv - My question is simple:  Should I publish a paper on arxiv if the result is almost trivial or just an analysis of the known results with a ne,college_academics_and_admissions,,,,,
7904,How can I get into computer science research as a high school student?,college_academics_and_admissions,,,,,
6504,What are the pros and cons of publishing a new unpublished idea in a poster session in a leading conference?,college_academics_and_admissions,,,,,
27906,Is there a negative stigma associated with choosing a university for non-academic reasons?,college_academics_and_admissions,,,,,
31923,Is it true that articles cited in Wikipedia get more citations?,college_academics_and_admissions,,,,,
17929,I recently realized how bad my mental health (anxiety or insomnia) condition is. Should I apply to US universities for grad school this year?,college_academics_and_admissions,,,,,
32258,"Can ""revision authors"" be dropped from a paper?",college_academics_and_admissions,,,,,
9004,"Can a Ph.D. student, in the USA, work more than 20 hours per week?",college_academics_and_admissions,,,,,
22094,What are the goals and benefits of doing a PhD?,college_academics_and_admissions,,,,,
19371,Plagiarism checker for mathematics paper - I recently accepted to referee a mathematics paper. This is my first referring assignment and was wondering if there are free plagiarism che,college_academics_and_admissions,,,,,
21177,presenting evidence of research to grad school committees,college_academics_and_admissions,,,,,
10732,How do I handle my teammate who does his task related with project very late just before the deadline?,college_academics_and_admissions,,,,,
8132,collaboration in phd project from an undergrad student,college_academics_and_admissions,,,,,
2723,How long should a cover letter be when asked to include statements of teaching philosophy and research interests?,college_academics_and_admissions,,,,,
22059,Getting stuck in a rut while writing a thesis,college_academics_and_admissions,,,,,
4717,"Is a PhD the highest degree? - I am curious to know whether PhD is the highest degree one can earn? Is there any other degree beyond that, if so what is it and what are th",college_academics_and_admissions,,,,,
27436,"Should I give a symbolic ""thank you, and goodbye"" gift to an abusive supervisor?",college_academics_and_admissions,,,,,
17821,Why law and business faculty are paid the highest salaries?,college_academics_and_admissions,,,,,
3626,Is it possible to upload expository papers to arXiv?,college_academics_and_admissions,,,,,
10536,Are there Conference Proceedings that have impact factor?,college_academics_and_admissions,,,,,
30181,Should I send recommendation/reference letter to universities that don't require it?,college_academics_and_admissions,,,,,
32408,How should someone with a German PhD be addressed in the UK?,college_academics_and_admissions,,,,,
5817,What to do if predatory journal won't withdraw paper after acceptance?,college_academics_and_admissions,,,,,
30069,"How do I get ""promoted"" as a PC member in a conference?",college_academics_and_admissions,,,,,
15863,Should I mention in a PhD application statement of purpose that I earn a large income from a business I created?,college_academics_and_admissions,,,,,
3117,How to deal with journal requirements to share data when data comes from industry and industry partner would not permit sharing?,college_academics_and_admissions,,,,,
12495,What tense to use in arts and humanities papers?,college_academics_and_admissions,,,,,
21026,Would this be considered a case of plagiarism?,college_academics_and_admissions,,,,,
12932,Strategies to manage long-term course development,college_academics_and_admissions,,,,,
25849,Do I have to acknowledge the company where I started a project when I later publish related research in college?,college_academics_and_admissions,,,,,
25607,Should considerations be made if half of a project group drops the course?,college_academics_and_admissions,,,,,
13521,"Is ""Advances in Engineering"" a predatory platform?",college_academics_and_admissions,,,,,
21749,Is it ethical to withdraw a paper after acceptance in order to resubmit to a better journal?,college_academics_and_admissions,,,,,
17705,What happens to consumables purchased with startup money?,college_academics_and_admissions,,,,,
26910,Professor has no interest in the topic of my research proposal,college_academics_and_admissions,,,,,
18311,How should I state my peer review experience in the CV?,college_academics_and_admissions,,,,,
15544,Students trying to negotiate away penalties for late submission of coursework,college_academics_and_admissions,,,,,
25510,How should I share (cite) my datasets and R analysis/code files in my thesis?,college_academics_and_admissions,,,,,
20402,What are the main difficulties for someone who is mute to be successful in academia?,college_academics_and_admissions,,,,,
4148,"Submitting extract from a longer essay - The grad school I'm applying to accepts extracts from longer essays. I want to send an extract from my strongest (and rather long) essay, bu",college_academics_and_admissions,,,,,
28655,Students admit illicit behavior in private communication: how should I proceed?,college_academics_and_admissions,,,,,
34131,(Author Date) inline citations vs anonymous references with ISO 690,college_academics_and_admissions,,,,,
32213,Is there a rule of thumb regarding the minimum threshold for a person to be 2nd author of a paper?,college_academics_and_admissions,,,,,
224,How to connect with professors as a non-academic?,college_academics_and_admissions,,,,,
29324,"Writing Sample for Graduate School - When submitting a writing sample for a graduate school application, what exactly are review boards looking at?  I ask, because when looking",college_academics_and_admissions,,,,,
32473,Who to ask to proofread my MSc dissertation? - Who should I ask to proofread my MSc dissertation? Is proofreading required?,college_academics_and_admissions,,,,,
23278,Transition from Computer Science to Statistics,college_academics_and_admissions,,,,,
13202,How to contact professors as a high school student?,college_academics_and_admissions,,,,,
29397,How can I find out if someone really holds a doctoral degree?,college_academics_and_admissions,,,,,
14180,What is the academic argument against Sci-Hub?,college_academics_and_admissions,,,,,
6083,How to do research in two very different fields?,college_academics_and_admissions,,,,,
21014,Efficient way to determine potentially good AI research groups in mainland Europe,college_academics_and_admissions,,,,,
5621,ASME “text-only” submission in LaTeX - We are submitting a journal paper to ASME Journals of Mechanisms and Robotics for the first time. The manuscript is prepared in LaTeX. In th,college_academics_and_admissions,,,,,
30137,A question about thesis supervisor responsibility,college_academics_and_admissions,,,,,
26489,List of Subject Dependencies for building a subject taxonomy,college_academics_and_admissions,,,,,
16614,Good style for frequent references to some paper,college_academics_and_admissions,,,,,
9085,Two of my potential PhD referees are married to each other – is that a problem?,college_academics_and_admissions,,,,,
30711,"In experiments involving study participants, why are some studies allowed to only have a small number of test subjects?",college_academics_and_admissions,,,,,
3870,How much of the statement of purpose should be focused on each of my academic background and my work experience?,college_academics_and_admissions,,,,,
2578,Why and how commonly are scientists concerned about open peer review?,college_academics_and_admissions,,,,,
27136,Including publications on CV if none are peer-reviewed,college_academics_and_admissions,,,,,
13895,What do conference organizers expect from an invited speaker?,college_academics_and_admissions,,,,,
13509,What is the best way to tell a professor that my research interests are not limited to a specific topic?,college_academics_and_admissions,,,,,
10912,Length of a Dissertation Summary for a Postdoc job,college_academics_and_admissions,,,,,
3219,How to know a community of researchers in order to be more successful in research and getting papers accepted?,college_academics_and_admissions,,,,,
31172,"Can I switch grad schools early in MA? - I am currently almost one semester into a graduate program at a school in Michigan.  However, I just heard back from my dream school in Flor",college_academics_and_admissions,,,,,
7322,"Late recommendation letter - I'm about to apply for postdoc positions in the US through mathjobs. I already did it last year, so I have my reference letters from the pre",college_academics_and_admissions,,,,,
28508,Asking a professor to supervise research done with a different professor,college_academics_and_admissions,,,,,
21964,How to Use a Result Already Under Review in Another Paper?,college_academics_and_admissions,,,,,
5309,Attribution when creating images from other sources,college_academics_and_admissions,,,,,
12863,"Professor not replying to my email - Currently, I am a Master's student, and I sent an email to a professor from another department in my university. The email was about a topic",college_academics_and_admissions,,,,,
33602,"Why there is ""Dr."" before name of PhD degree holder?",college_academics_and_admissions,,,,,
18863,Is it possible to write good papers in a startup?,college_academics_and_admissions,,,,,
31030,How does one find an advisor for an online graduate program?,college_academics_and_admissions,,,,,
16175,How to complete part of PhD in foreign lab but still get PhD from home insitution?,college_academics_and_admissions,,,,,
11463,Why would a professor not reply? - A professor has offered me a summer research project at his lab. The last we had talked was on a Zoom call during which I was offered the po,college_academics_and_admissions,,,,,
2307,Locating old Russian literature in the US - There are quite a few old Russian papers and books I've been trying to track down for a few months without success. (I have some listed here,college_academics_and_admissions,,,,,
5184,Why is it disadvantageous in graduate admissions to have a higher degree?,college_academics_and_admissions,,,,,
4337,"Repeating technical terms using varied ones - One of my supervisors told me that the language should not be varied, but instead we should use the same technical words (not synonyms) agai",college_academics_and_admissions,,,,,
266,"What is the difference between Ph.D, D.Sc, D.Litt, etc.?",college_academics_and_admissions,,,,,
24757,"In APA style, what is the appropriate way to differentiate between two organization divisions that both have the word ""and"" in their names?",college_academics_and_admissions,,,,,
14276,Should I report a PhD student’s incompetence to their supervisor?,college_academics_and_admissions,,,,,
6271,Is it possible for MSc (India) student to pursue MS in US?,college_academics_and_admissions,,,,,
29022,I have nothing to show for the last five years but graduate school and I can't finish/want to leave this field,college_academics_and_admissions,,,,,
23321,Is it wise for an undergraduate to contact a professor they would like to work under for a PhD program,college_academics_and_admissions,,,,,
18873,How to protect the timeline of my project when the supervisor is not willing to negotiate anything?,college_academics_and_admissions,,,,,
16535,Uploading a 7 years old published conference paper on arXiv,college_academics_and_admissions,,,,,
25167,Using the same letters of Recommendation from previous admission cycle,college_academics_and_admissions,,,,,
32654,Good practices for skipping chapters when reading,college_academics_and_admissions,,,,,
31286,what is the best starting point to prepare for graduate school if you are not well equipped?,college_academics_and_admissions,,,,,
21995,Supervisor has suprevisees do peer reviews for them – what are the ethics of this?,college_academics_and_admissions,,,,,
1925,Why do universities place a weight on GRE/TOEFL scores?,college_academics_and_admissions,,,,,
16032,"First meeting with my PhD supervisor - In my country, the graduate school and department assign you to a supervisor based on your research and specialization. After admission, you",college_academics_and_admissions,,,,,
5323,How much of a share should I have in a startup based on my PhD research?,college_academics_and_admissions,,,,,
27630,What are the main reasons postdoc applicants get rejected?,college_academics_and_admissions,,,,,
27201,"U.S. abbreviation in APA style - APA says that ""U.S."" should be typed out with periods if the abbreviation is being used as an adjective. If you are using this ""common"" abbr",college_academics_and_admissions,,,,,
19161,"Applying to a second MSci/PhD with a PhD - After completing a PhD in Particle Physics I left academia and have been working in industry for a few years now. However, during that time",college_academics_and_admissions,,,,,
16177,Is it impolite to not reply back during the weekend?,college_academics_and_admissions,,,,,
6669,Is it possible for a conference not to be published?,college_academics_and_admissions,,,,,
17898,Do the jobs after a PhD in Statistics require a minimum of 3-4 years previous work experiences in the industries?,college_academics_and_admissions,,,,,
15443,Can you teach in higher education with a master's degree?,college_academics_and_admissions,,,,,
33004,IQ and Probability of Success in Two Difficult Fields,college_academics_and_admissions,,,,,
12517,Who decides a university's stance on a topic?,college_academics_and_admissions,,,,,
21215,Where do I place citations - I'm writing a math paper using TexShop that is almost entirely original but I got help with a trig proof; I found a formula in a book that I,college_academics_and_admissions,,,,,
16781,How should I go about reading mathematics papers and textbooks as a PhD student,college_academics_and_admissions,,,,,
23184,Avoiding offense when asking about taking a course without watching lectures,college_academics_and_admissions,,,,,
27839,Making the most of writing a review paper - I am currently employed as a postdoc in Europe.  I am writing a survey paper reviewing the literature on the topic I am investigating as par,college_academics_and_admissions,,,,,
28326,What are the major informal obstacles students face when they go abroad for a research degree?,college_academics_and_admissions,,,,,
32112,"In a paper whose I am the sole author, should I use ""I"" or ""we""?",college_academics_and_admissions,,,,,
17326,Why do professors ask candidates at PhD interviews what specific problems they are interested in?,college_academics_and_admissions,,,,,
17382,Reputation of Frontiers Journals (Received Invitation Chemistry),college_academics_and_admissions,,,,,
20041,"Prolonging a PhD to improve research CV, is this good ?",college_academics_and_admissions,,,,,
16282,"When conducting a follow-up review for a paper you already made comments on, how detailed should the review be?",college_academics_and_admissions,,,,,
13811,Why is Howard University still predominantly black?,college_academics_and_admissions,,,,,
20557,"What is a post-print of an article or research paper, and what is it used for?",college_academics_and_admissions,,,,,
25824,Is it appropiate to put a funny funny slide in a Bachelor thesis presentation?,college_academics_and_admissions,,,,,
27691,The Pros and Cons of Volunteering in Organizing Workshop in High Prestigious Conference,college_academics_and_admissions,,,,,
33196,"Etiquette for discussing authorships, expectations, etc. with potential advisors",college_academics_and_admissions,,,,,
34098,Is it wise (and common) to publish in a peer-reviewed journal without an impact factor to prevent impairement of one's own mean impact factor?,college_academics_and_admissions,,,,,
895,Applying for both assistant and associate professor position at the same university,college_academics_and_admissions,,,,,
31716,How much attention should I pay to developments in other research fields?,college_academics_and_admissions,,,,,
1513,Which CV format should I use? - I am applying to PhD programs this year. I want to know which CV format I should use: Here is something I found on pinterest: https://www.pi,college_academics_and_admissions,,,,,
21383,How can I get academic writing samples for PhD admissions after having been away from academia?,college_academics_and_admissions,,,,,
32940,What type of content (depth/breadth) or structure of slides (PPT) is expected for a short presentation for Asst Professor interview in the UK?,college_academics_and_admissions,,,,,
24625,Resources of APIs for automated paper citation aggregation,college_academics_and_admissions,,,,,
16435,"Conference proceeding after journal article - Is it possible to write a conference proceeding about topics already published (by the same author, of course) in a journal article? It is u",college_academics_and_admissions,,,,,
17829,Is it useful for a student trying to get an undergraduate research position to have a personal website?,college_academics_and_admissions,,,,,
21410,Are there resources for learning how to write a scientific paper?,college_academics_and_admissions,,,,,
4750,F1 Visa Internship Question - Can I do an internship during my first semester of college in a state other than the one where my university is located?,college_academics_and_admissions,,,,,
449,How to cite a paper which has been presented and included in proceedings but not yet published online?,college_academics_and_admissions,,,,,
23551,How to make sure that my lecture notes do not infringe on copyrights?,college_academics_and_admissions,,,,,
24776,"Social media vs. academic career - After an incident where a complaint has been submitted against my private social media profile by students (with whom I had no interaction,",college_academics_and_admissions,,,,,
11113,Google Scholar Syntax quirks: results depend on order of search strings,college_academics_and_admissions,,,,,
25778,"Is there any benefit of being treated as ""professor"" by students and admin?",college_academics_and_admissions,,,,,
15086,How to prepare for a meeting regarding a Ph.D. program I'm wait listed on?,college_academics_and_admissions,,,,,
