question,intent,source,id
Applying for both assistant and associate professor position at the same university,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),895
How much attention should I pay to developments in other research fields?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31716
Which CV format should I use? - I am applying to PhD programs this year. I want to know which CV format I should use: Here is something I found on pinterest: https://www.pi,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1513
How can I get academic writing samples for PhD admissions after having been away from academia?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21383
What type of content (depth/breadth) or structure of slides (PPT) is expected for a short presentation for Asst Professor interview in the UK?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32940
Resources of APIs for automated paper citation aggregation,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24625
"Conference proceeding after journal article - Is it possible to write a conference proceeding about topics already published (by the same author, of course) in a journal article? It is u",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16435
Is it useful for a student trying to get an undergraduate research position to have a personal website?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),17829
Are there resources for learning how to write a scientific paper?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21410
F1 Visa Internship Question - Can I do an internship during my first semester of college in a state other than the one where my university is located?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4750
How to cite a paper which has been presented and included in proceedings but not yet published online?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),449
How to make sure that my lecture notes do not infringe on copyrights?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23551
"Social media vs. academic career - After an incident where a complaint has been submitted against my private social media profile by students (with whom I had no interaction,",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24776
Google Scholar Syntax quirks: results depend on order of search strings,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11113
"Is there any benefit of being treated as ""professor"" by students and admin?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25778
How to prepare for a meeting regarding a Ph.D. program I'm wait listed on?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15086
My students compliment my teaching and say they now approach the subject with newfound enthusiasm. Can I ask them to put this in writing?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16828
How to find new advisor after being let go - I'm a PhD student in US. I've been tipped by my advisor that I would be let go if I do not get results by a deadline. I am working on my opt,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1349
Choosing between letter of recommendation writers for grad school,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10005
Can I present the results of a paper that is currently under review?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2436
Professor I applied to is about to move – can I ask them to consider my application for the new institution?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23527
What is a good process for developing a new course from scratch?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14051
MOOC / video integration into classroom schedule,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22855
Is it legal to include another person's result in my research paper?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30405
How to find out the tier of a university in the USA?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21912
Do PhD programs care about the personalities of applicants?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),952
How to cite quote from Gutenberg Project ebook?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25965
Is it pointless to bring up poor supervision during PhD viva?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20907
When should I publish in interdisciplinary versus subject-specific scientific journals?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3529
Assessing quality of research groups within math departments as a prospective PhD student?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32939
MLA convention for words and phrases used as words?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9953
Manuscript revision deadline: how strict are these [at Scientific Reports],college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19385
Seeking a permanent job during a postdoc in a different country/continent: official and moral responsibilities,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23021
Should I include challenges I faced on account of my caste in my diversity statement?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3271
Do teaching load agreements always refer to the academic year?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10338
How to adopt flipped classroom strategies without student complaints?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),26519
"""Official"" journal abbreviation of MAGMA - I am struck by the use of ""Magn Reson Mater Phy"" as an abbreviation by the journal ""Magnetic Resonance Materials in Physics, Biology and Med",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8038
What is the page limit for an open access review paper in IEEE or Elsevier?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25730
Are citations in PhD theses indexed by Google Scholar?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31124
PhD Supervisor Issues - I am currently near the end of the first year of my 3 year PhD. Unfortunately my experience has been very very disappointing. Well when I st,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19574
Corrigendum submitted by my PhD supervisor 1.5 years after I left?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4992
Should I share news of best paper award post-interview (for a faculty position) with hiring committee?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24266
THE ranking: citation score - The Times Higher Education university ranking seems to be a popular metric to rate universities (although rankings are kind of weird). I wan,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10321
How to ask a potential postdoc supervisor to give me the postdoc interview results sooner than he planned,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30518
"Is there an IRB/ethics career path? - Suppose I was back at the beginning of my undergraduate career, and I decided that while I was willing to do human-subjects research, my rea",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27551
Can co-authors disagree in their own paper? - Co-authors are increasingly required to report their individual contributions to a research paper. But can they report their (internal) disa,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10256
How to deal with a supervisor who engages in micro-management and does not give their PhD student any autonomy?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6059
"Business cards for graduate students - It's come up in our lab that we should probably have business cards for when we attend conferences, however, we've been given very little gu",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18169
Should a symbol be followed by a noun - Suppose one writes a scientific paper from Math or a related field. Should mathematical symbols be followed by nouns describing them? Should,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28586
I suspect someone deliberately ruined my experiments by poisoning my lab insects. What should I do?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5148
What is the reasoning behind the publication of poems in academic journals?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30072
"Getting into new field after tech career / PhD in STEM, should i start a new degree as undergrad or at postgrad level",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23791
Where can I find standard high school textbooks used in the US and UK?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18135
Elsevier's confusing guide for authors - I am trying to submit a manuscript to an Elsevier journal Renewable and Sustainable Energy Reviews (RSER) and found the author guidelines mo,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23161
Does the salary of a PhD student at a German university meet the financial requirement for a German Student Visa?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15041
"""References"" in research proposal for PhD application",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7189
Should I do handover of tools and methodologies I have developed?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),26136
How to find grant opportunities for academic position?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3218
How many referees are required on a resume/CV?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28093
Back door route to top research schools? - Is there a way to gain admission to these institutions by getting paid experience prior to applying?   I have a friend who graduated from a,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7068
Should I write a paper describing my comparisons and user guides for free tools?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),17067
How to search google scholar for singular and plural words?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16453
Applying for PhD admission with a master's thesis written in Spanish,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),17487
What is the difference between aims and objectives in a research proposal?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),29678
How do you find interdisciplinary collaborators for your research?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),17027
Should you correct grammar mistakes during peer review?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21537
Applying to more selective programs after having been diagnosed with a long-term mental condition,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2151
How should one proceed when they receive no job offers after a considerable amount of applications?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19990
Is it possible to write PhD thesis (or PhD level article) in Computer Science without (real) advisor?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22525
Are there boycotts against publishers other than Elsevier?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6182
How can I find out how often my publications have been cited?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19559
Techniques for good board handwriting - I'm a math TA and I find that my most consistent comment for improvement involved my board handwriting. Anybody have some tips or techniques,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10616
My MS thesis advisor wants me to delay my graduation for one semester. What should I do?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2864
"If you want to be a computer scientist, can competitive programming be helpful early on in your career?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8563
"ResearchGate: an asset or a waste of time? - There are now may different ways of increasing your research visibility: Google Scholar, laboratory/faculty/industry or even personal websit",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16186
Why are (galley) proof requests given such a short deadline?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24709
Expectations when contacted by an acquisitions editor about a course I teach,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32973
How can students with varied interests decide which to pursue in graduate school?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28994
"How are some academics able to publish so many papers per year (e.g., 50+ papers per year)?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25751
Finishing undergraduate degree later than mentioned on graduate school applications,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6649
"Change in ""under review"" date - I submitted a research paper to a journal on 30th July 2015 and its status went 'under review' on 19th August 2015. I did not receive any co",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28541
"What to write in the section ""what will be the impact of proposed research on development of applicants academic profile""?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31646
What is the easiest way to check for plagiarism in student essay papers?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15066
What to ask a prospective supervisor regarding advertised PhD position?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22993
How should I handle disinterested/unorganized adviser?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),24025
Writing a thesis: Is it a good practice to use personalized lists?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),12384
Is it conventional to provide a list of GUI element descriptions in a thesis?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9326
How to write a Cover Letter for applying to a PhD program in the USA,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21300
"What to enter for ""current situation"" in PhD application if one is unemployed",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),29452
Is it legal to run interviews for an academic job when the post has already being assigned?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),25354
"NSF IIS status date changed, status still pending",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28900
Is it a good idea to protest for a paper rejection?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33873
"Citing papers with newer arXiv versions - I am writing my Master's thesis on topological quantum field theories, and would like to cite the following paper:   arXiv version: https://",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3502
Offering of a grad class rescinded for incomprehensible reason,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21469
What are the super cool tricks to getting published in high impact journals?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20063
Arranging a visit to a professor you do not know yet,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32056
"PhD thesis without acknowledgements - During the process of writing my PhD thesis, I was close to falling out with my adviser, the advice I received from other staff at the lab (",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9736
What can/should be done about journals that spam potential contributors?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22207
Can the tutor test for plagiarism under these circumstances?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27779
"If PhD programmes prepare the candidate for research, why do teaching positions require it?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32107
Inclusion of `computer code` in a thesis - During the compilation of thesis (MSc or PhD) in a case we wanted to include some program codes as chapters:  We prefer to put heading to al,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),419
"I couldn't negotiate my postdoc salary during HR meeting, should I try days later? (I haven't received the formal offer yet)",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3112
Chances of publishing paper(s) in last year of PhD,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13608
Commercial product with the same functiality as my research project,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33985
Why do people say you shouldn't do a PhD unless you want a career in research?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9610
How to find response time for a given journal in engineering?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7754
"If an assumption proves to be false, is the research then meaningless?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2642
"Citation: refer to author or paper? - What is the British English way of referring to a source in-text.  Is it plural because there are two authors, like this:         X and Y (2",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),12979
Applying for post doc position when letter of recommendation from PhD advisers not available,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5129
How can I get the key to my professor's lab? - I am a undergraduate student working with an awesome lab director from whom I've learnt a LOT. He is a very knowledgeable and energetic pers,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11359
What is the meaning of 'six-week course'? - Edit: I found the answer. In the preface to the english edition it says  This book is a translation from the orginal Chinese text of notes b,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20945
Is there anything inherently wrong with publishing in a bad journal?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18764
"What does it mean ""English proficiency"" for a J-1 visa?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5980
"Is Math GRE not worth it? - Finished bachelor's and master's in mathematical finance. Applying for PhD in math, which may or may not be in a university that requires Ge",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7920
"How to get a postdoc without publications in ""top"" venues?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1584
How is it in my best interest not to submit a paper to two journals simultaneously?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14793
Conference management software (preferably open source) with custom fields,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15869
How serious of a mistake it is to accidentally addressed a grad school admissions director as Miss instead of Ms?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16518
Value of a German Industrial PhD in India - I have an offer for a full time job with a contract for 3 years in which I would be a PhD candidate in Germany at a reputed firm. I would ha,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32460
How to interpret a postdoc rejection letter? - Few days ago I appeared in a postdoc interview. The PI was very much impressed with my resume and the interview went very well. The PI asked,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),22320
Seeking undergrad research position at another university: is it OK to email PI and copy lab member? What if there's no response?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33373
Dealing with a slow moving project as a professional researcher,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30416
"In case of multiple job offers, should school name or offer letter be revealed?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16791
"Why is personal information (DOB, marital status) listed on CVs in Europe and can it be omitted?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4367
"Should I write my master's thesis in English, as a non-native speaker?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20511
Why do American universities receive lots of endowments?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20648
How much informal writing should there be in a research article?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5471
Can I get a faculty job in the UK without UK experience?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),29035
Suggestions for high school student who is visiting a professor for HS research?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31779
What are the benefits and drawbacks of fitting one's problem within an advisor's research?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4131
How unwise is it to change fields/advisors late in my PhD?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9405
Time management during a poster presentation competition,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7177
"Is it correct to use citations as nouns for scientific papers, such as dissertations of articles?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15059
Publications and International Standard for bibliographic references,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),15800
Is submitting two papers with identical introduction and methods considered plagiarism?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14281
How to deal with my fear of large audiences? - I am having problems facing audiences. During my primary and secondary school period I had inferiority complexes due to my size. Therefore I,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18015
"How should I interpret ""English is poor"" review when I used a language check service before submission?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19439
Undergraduate visiting student advantages - I have been recruited by a professor on a well-known university in the US east coast for a visiting student program during the summer (it's,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1245
How to phrase the title in a presentation at an academic interview?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5335
"How novel should conference papers be? - This is probably field specific. I'm mainly interested in the STEM (science, technology, engineering, and mathematics) fields and psychology",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31210
Manuscript status changed from Review in progress to Ready for review,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1954
What are the important questions to ask during an interview for an adjunct lecturer position?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32651
Do you contact the search chair before applying for a position?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27177
Can I submit the results of a poster to another conference as a full paper?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14689
Does taking on an assistant professor position prevent me from doing post-docs later?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7634
Personal statement to apply for graduate school with a change in major,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),29642
Is it ethical to obtain journal articles from places other than the publisher's official sites?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),16499
Should I choose an tenured advisor good at research but bad at teaching or an untenured professor good at teaching?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21895
Addressing a professor - culture clash - I am a Ph.D. student in a country where everyone is addressed by their first name (professors etc.). I call my advisors by their first names,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14430
What is the weight on the applicant's personality for tenure?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11301
What date should I put on a paper that I hand in to my teacher?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6060
"How to publish algorithm - I have a new algorithm which I would like to publish.  I'm not a student, so I wanted to know a few things: 1) What should I publish? Just t",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13260
"Advice on whether to pursue a PhD or not - I know this question has been beaten to death over here, but I'm still not sure what to do in my case. I've been given an offer to do a PhD",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33070
The hiring process for a postdoc position in the US,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1723
What's the benefit of delaying a tenure-track position for doing a postdoc (when you already have a tenure-track offer)?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),17690
What are some ways to address inaccessibility of to-be-learned material for research?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7825
"Professor takes our money and goes incommunicado, do we complain to the department or the police?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33222
Doing a MA / MSc in your hometown despite the fact that it's not challenging?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9938
Why use 'advisor' or 'supervisor' instead of just 'collaborator'?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28380
Publishing a work; not sure what should I do - I did a research project for a class. It was a simple idea but I checked literature and no one had applied that method  to that problem befo,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11307
My adviser wants to use bad statistics. Help!,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),17320
IS the IJSER.org journal fake? - I have submitted my research paper inot a journal IJSER.org . But I don't know whether they are fake or not. Have any idea about this Journa,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),33588
"Outsourcing a mathematical research problem - During my Ph.D. research I encountered a mathematical problem. I found solutions in some cases, but in other cases I couldn't find a solutio",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7394
What is the relationship between graduate coursework and research?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8533
A group run by my advisor's former student keeps scooping my work. Is my advisor sabotaging me?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19466
Google scholar citation and title issues - First question: I have an important article on arXiv and I updated its title in the 2nd version. But after that Google never updated the art,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),31096
Inclusion of GRE score/completion on CV - under which heading?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20255
"Ways to demonstrate (""show-off"") contributions as an undergraduate in research",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19787
Is it possible to publish a simple result that refutes prior work in a leading journal? (without support from your advisor),college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14215
Trying to volunteer as a research assistant post-Master's and not having any success so far,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13543
Can I update my research paper before the camera ready date?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),1449
Is it okay to submit the revised manuscript well before the due date?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21617
Ethics of gathering data from social networks for research,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3017
Just realized I may have accidentally plagiarized some of my bachelor's thesis,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21948
What steps would an amateur scientist have to take in order to get a scientific breakthrough published?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27648
"What do IEEE journal prefixes mean - I found that IEEE journal names have prefixes, the most prominent I observed: IEEE Transactions on... IEEE Reviews in... none specific (star",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7857
"What is the best way to provide an erratum to the public until the journal publishes it, or if it does not?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),26546
Mentioning a professor's work in the statement of purpose when they aren't the first author,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),18697
I found that a method I was hoping to publish is already known. What would be a proper way to retract emails sent to professors asking for help?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),19512
How to find PhD students interested in 6-months paid exchange visits to work on a supervised project?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),11609
What email to use for corresponding author on publications when institution is not permanent?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9082
"Optimal configuration of a research group - In most of the European Universities I know, research groups are created from the equivalent of Assistant Professors and the Principal Inves",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14489
International Medical student who wants to do a math phd,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),13602
"As a tutor, should I encourage exploration at the risk of incorrect information?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2849
"Finding number of publications in a subject - I have often seen in review papers in which the author mentions that there are more than # number of publications in the subject, to highlig",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9922
"How to cite ""obvious"" things or make them credible?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),3569
What's the best way to present regression results in a conference?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),32102
How do I become motivated after unfairness in research?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30289
"Proper citation for industry resource - Following on from my question here where I develop industry resources under the auspices of my company, I am wondering what would be a sugge",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23379
"Why do some conference have an ""abstract submission"" before the ""paper submission""?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10109
Difference between computer science MS and MCS,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),21225
How are grad.applicants selected after program qualifications are met?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30928
"Sign application cover letter with ""PhD"" or not?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),5982
How to cite a conference paper with no pagination?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),10929
"Answer ""Justification for travel support"" in conference registration form",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),9929
Will dropping out of a masters make it harder to get accepted to a masters in another field?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8360
Accessing previous versions of papers in EasyChair,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),2621
Best practices for dissertation committees to review chapters?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),20497
Importance of work experience for MS in physics,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),23547
Thinking about leaving industry job and taking up a postdoc,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),27590
Using first person in literature recommendations in a masters thesis?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),6789
Is omitting a school with blank transcript considered unethical in academia?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),8013
Back to academia for physics after M. Sc. In mathematics and 4 years working,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14125
Is it ok to include references to a book in a report even if I have not quoted the book in the text?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),7390
What prevents a reviewer from stealing the idea?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),14178
"How do I prepare for a postdoc position with requirements in working with the theoretical basis of the software, which I have never worked with?",college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),26899
How much time to invest in reviewing a paper that is clearly below the bar?,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),28293
Emailing two professors who've co-authored papers I'm interested on working on,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),30888
Systematic review: Inclusion paper - I am doing a systematic review of the medical field. I am looking for the current definition of exacerbation in CF patients used in the lite,college_academics_and_admissions,Hugging Face (StackExchange Academia QA Corpus),4577
